# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2017-06-20 10:34:11 EDT       (caww01)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 01193050 CONNECTICUT RIVER AT MIDDLE HADDAM, CT
# -----------------------------------------------------------------------------------
#
# Data provided for site 01193050
#            TS   parameter     Description
#         66930       00060     Discharge, cubic feet per second
#         66934       72137     Discharge, tidally filtered, cubic feet per second
#
# Data-value qualification codes included in this output:
#        
#     P  Provisional data subject to revision.
# 
agency_cd	site_no	datetime	tz_cd	66930_00060	66930_00060_cd	66934_72137	66934_72137_cd
USGS	01193050	2017-05-22 07:00	EDT	23500	P	25700	P
USGS	01193050	2017-05-22 07:05	EDT	23700	P		
USGS	01193050	2017-05-22 07:10	EDT	23900	P		
USGS	01193050	2017-05-22 07:15	EDT	24100	P		
USGS	01193050	2017-05-22 07:20	EDT	22800	P		
USGS	01193050	2017-05-22 07:25	EDT	21500	P		
USGS	01193050	2017-05-22 07:30	EDT	20100	P		
USGS	01193050	2017-05-22 07:35	EDT	19800	P		
USGS	01193050	2017-05-22 07:40	EDT	19500	P		
USGS	01193050	2017-05-22 07:45	EDT	19200	P		
USGS	01193050	2017-05-22 07:50	EDT	19000	P		
USGS	01193050	2017-05-22 07:55	EDT	18800	P		
USGS	01193050	2017-05-22 08:00	EDT	18600	P	25500	P
USGS	01193050	2017-05-22 08:05	EDT	18100	P		
USGS	01193050	2017-05-22 08:10	EDT	17600	P		
USGS	01193050	2017-05-22 08:15	EDT	17100	P		
USGS	01193050	2017-05-22 08:20	EDT	16600	P		
USGS	01193050	2017-05-22 08:25	EDT	16000	P		
USGS	01193050	2017-05-22 08:30	EDT	15400	P		
USGS	01193050	2017-05-22 08:35	EDT	15400	P		
USGS	01193050	2017-05-22 08:40	EDT	15400	P		
USGS	01193050	2017-05-22 08:45	EDT	15300	P		
USGS	01193050	2017-05-22 08:50	EDT	14500	P		
USGS	01193050	2017-05-22 08:55	EDT	13600	P		
USGS	01193050	2017-05-22 09:00	EDT	12700	P	25300	P
USGS	01193050	2017-05-22 09:05	EDT	13300	P		
USGS	01193050	2017-05-22 09:10	EDT	13800	P		
USGS	01193050	2017-05-22 09:15	EDT	14400	P		
USGS	01193050	2017-05-22 09:20	EDT	14600	P		
USGS	01193050	2017-05-22 09:25	EDT	14800	P		
USGS	01193050	2017-05-22 09:30	EDT	15000	P		
USGS	01193050	2017-05-22 09:35	EDT	14800	P		
USGS	01193050	2017-05-22 09:40	EDT	14500	P		
USGS	01193050	2017-05-22 09:45	EDT	14300	P		
USGS	01193050	2017-05-22 09:50	EDT	15100	P		
USGS	01193050	2017-05-22 09:55	EDT	15900	P		
USGS	01193050	2017-05-22 10:00	EDT	16700	P	25200	P
USGS	01193050	2017-05-22 10:05	EDT	17100	P		
USGS	01193050	2017-05-22 10:10	EDT	17400	P		
USGS	01193050	2017-05-22 10:15	EDT	17800	P		
USGS	01193050	2017-05-22 10:20	EDT	17600	P		
USGS	01193050	2017-05-22 10:25	EDT	17400	P		
USGS	01193050	2017-05-22 10:30	EDT	17300	P		
USGS	01193050	2017-05-22 10:35	EDT	18400	P		
USGS	01193050	2017-05-22 10:40	EDT	19600	P		
USGS	01193050	2017-05-22 10:45	EDT	20700	P		
USGS	01193050	2017-05-22 10:50	EDT	21300	P		
USGS	01193050	2017-05-22 10:55	EDT	21900	P		
USGS	01193050	2017-05-22 11:00	EDT	22500	P	25000	P
USGS	01193050	2017-05-22 11:05	EDT	22700	P		
USGS	01193050	2017-05-22 11:10	EDT	23000	P		
USGS	01193050	2017-05-22 11:15	EDT	23200	P		
USGS	01193050	2017-05-22 11:20	EDT	23700	P		
USGS	01193050	2017-05-22 11:25	EDT	24300	P		
USGS	01193050	2017-05-22 11:30	EDT	24800	P		
USGS	01193050	2017-05-22 11:35	EDT	24700	P		
USGS	01193050	2017-05-22 11:40	EDT	24600	P		
USGS	01193050	2017-05-22 11:45	EDT	24600	P		
USGS	01193050	2017-05-22 11:50	EDT	24800	P		
USGS	01193050	2017-05-22 11:55	EDT	25000	P		
USGS	01193050	2017-05-22 12:00	EDT	25200	P	24900	P
USGS	01193050	2017-05-22 12:05	EDT	25100	P		
USGS	01193050	2017-05-22 12:10	EDT	25000	P		
USGS	01193050	2017-05-22 12:15	EDT	24800	P		
USGS	01193050	2017-05-22 12:20	EDT	25700	P		
USGS	01193050	2017-05-22 12:25	EDT	26700	P		
USGS	01193050	2017-05-22 12:30	EDT	27600	P		
USGS	01193050	2017-05-22 12:35	EDT	28000	P		
USGS	01193050	2017-05-22 12:40	EDT	28400	P		
USGS	01193050	2017-05-22 12:45	EDT	28800	P		
USGS	01193050	2017-05-22 12:50	EDT	28800	P		
USGS	01193050	2017-05-22 12:55	EDT	28900	P		
USGS	01193050	2017-05-22 13:00	EDT	28900	P	24700	P
USGS	01193050	2017-05-22 13:05	EDT	28300	P		
USGS	01193050	2017-05-22 13:10	EDT	27600	P		
USGS	01193050	2017-05-22 13:15	EDT	27000	P		
USGS	01193050	2017-05-22 13:20	EDT	27800	P		
USGS	01193050	2017-05-22 13:25	EDT	28600	P		
USGS	01193050	2017-05-22 13:30	EDT	29400	P		
USGS	01193050	2017-05-22 13:35	EDT	29300	P		
USGS	01193050	2017-05-22 13:40	EDT	29200	P		
USGS	01193050	2017-05-22 13:45	EDT	29200	P		
USGS	01193050	2017-05-22 13:50	EDT	29700	P		
USGS	01193050	2017-05-22 13:55	EDT	30300	P		
USGS	01193050	2017-05-22 14:00	EDT	30800	P	24600	P
USGS	01193050	2017-05-22 14:05	EDT	30900	P		
USGS	01193050	2017-05-22 14:10	EDT	30900	P		
USGS	01193050	2017-05-22 14:15	EDT	30900	P		
USGS	01193050	2017-05-22 14:20	EDT	30900	P		
USGS	01193050	2017-05-22 14:25	EDT	31000	P		
USGS	01193050	2017-05-22 14:30	EDT	31000	P		
USGS	01193050	2017-05-22 14:35	EDT	30400	P		
USGS	01193050	2017-05-22 14:40	EDT	29900	P		
USGS	01193050	2017-05-22 14:45	EDT	29300	P		
USGS	01193050	2017-05-22 14:50	EDT	29700	P		
USGS	01193050	2017-05-22 14:55	EDT	30100	P		
USGS	01193050	2017-05-22 15:00	EDT	30500	P	24400	P
USGS	01193050	2017-05-22 15:05	EDT	31100	P		
USGS	01193050	2017-05-22 15:10	EDT	31800	P		
USGS	01193050	2017-05-22 15:15	EDT	32500	P		
USGS	01193050	2017-05-22 15:20	EDT	31700	P		
USGS	01193050	2017-05-22 15:25	EDT	30900	P		
USGS	01193050	2017-05-22 15:30	EDT	30100	P		
USGS	01193050	2017-05-22 15:35	EDT	30800	P		
USGS	01193050	2017-05-22 15:40	EDT	31400	P		
USGS	01193050	2017-05-22 15:45	EDT	32100	P		
USGS	01193050	2017-05-22 15:50	EDT	31200	P		
USGS	01193050	2017-05-22 15:55	EDT	30200	P		
USGS	01193050	2017-05-22 16:00	EDT	29300	P	24300	P
USGS	01193050	2017-05-22 16:05	EDT	30000	P		
USGS	01193050	2017-05-22 16:10	EDT	30700	P		
USGS	01193050	2017-05-22 16:15	EDT	31400	P		
USGS	01193050	2017-05-22 16:20	EDT	30900	P		
USGS	01193050	2017-05-22 16:25	EDT	30300	P		
USGS	01193050	2017-05-22 16:30	EDT	29700	P		
USGS	01193050	2017-05-22 16:35	EDT	29100	P		
USGS	01193050	2017-05-22 16:40	EDT	28600	P		
USGS	01193050	2017-05-22 16:45	EDT	28100	P		
USGS	01193050	2017-05-22 16:50	EDT	28600	P		
USGS	01193050	2017-05-22 16:55	EDT	29100	P		
USGS	01193050	2017-05-22 17:00	EDT	29600	P	24200	P
USGS	01193050	2017-05-22 17:05	EDT	29600	P		
USGS	01193050	2017-05-22 17:10	EDT	29600	P		
USGS	01193050	2017-05-22 17:15	EDT	29700	P		
USGS	01193050	2017-05-22 17:20	EDT	29600	P		
USGS	01193050	2017-05-22 17:25	EDT	29400	P		
USGS	01193050	2017-05-22 17:30	EDT	29200	P		
USGS	01193050	2017-05-22 17:35	EDT	29100	P		
USGS	01193050	2017-05-22 17:40	EDT	29000	P		
USGS	01193050	2017-05-22 17:45	EDT	28900	P		
USGS	01193050	2017-05-22 17:50	EDT	28300	P		
USGS	01193050	2017-05-22 17:55	EDT	27700	P		
USGS	01193050	2017-05-22 18:00	EDT	27200	P	24000	P
USGS	01193050	2017-05-22 18:05	EDT	26700	P		
USGS	01193050	2017-05-22 18:10	EDT	26200	P		
USGS	01193050	2017-05-22 18:15	EDT	25700	P		
USGS	01193050	2017-05-22 18:20	EDT	25300	P		
USGS	01193050	2017-05-22 18:25	EDT	24800	P		
USGS	01193050	2017-05-22 18:30	EDT	24400	P		
USGS	01193050	2017-05-22 18:35	EDT	23300	P		
USGS	01193050	2017-05-22 18:40	EDT	22200	P		
USGS	01193050	2017-05-22 18:45	EDT	21100	P		
USGS	01193050	2017-05-22 18:50	EDT	20600	P		
USGS	01193050	2017-05-22 18:55	EDT	20200	P		
USGS	01193050	2017-05-22 19:00	EDT	19800	P	23900	P
USGS	01193050	2017-05-22 19:05	EDT	19200	P		
USGS	01193050	2017-05-22 19:10	EDT	18500	P		
USGS	01193050	2017-05-22 19:15	EDT	17800	P		
USGS	01193050	2017-05-22 19:20	EDT	17400	P		
USGS	01193050	2017-05-22 19:25	EDT	16900	P		
USGS	01193050	2017-05-22 19:30	EDT	16400	P		
USGS	01193050	2017-05-22 19:35	EDT	15700	P		
USGS	01193050	2017-05-22 19:40	EDT	15100	P		
USGS	01193050	2017-05-22 19:45	EDT	14400	P		
USGS	01193050	2017-05-22 19:50	EDT	13300	P		
USGS	01193050	2017-05-22 19:55	EDT	12200	P		
USGS	01193050	2017-05-22 20:00	EDT	11100	P	23800	P
USGS	01193050	2017-05-22 20:05	EDT	10800	P		
USGS	01193050	2017-05-22 20:10	EDT	10500	P		
USGS	01193050	2017-05-22 20:15	EDT	10200	P		
USGS	01193050	2017-05-22 20:20	EDT	10100	P		
USGS	01193050	2017-05-22 20:25	EDT	10000	P		
USGS	01193050	2017-05-22 20:30	EDT	9940	P		
USGS	01193050	2017-05-22 20:35	EDT	9600	P		
USGS	01193050	2017-05-22 20:40	EDT	9250	P		
USGS	01193050	2017-05-22 20:45	EDT	8900	P		
USGS	01193050	2017-05-22 20:50	EDT	9040	P		
USGS	01193050	2017-05-22 20:55	EDT	9180	P		
USGS	01193050	2017-05-22 21:00	EDT	9330	P	23600	P
USGS	01193050	2017-05-22 21:05	EDT	8600	P		
USGS	01193050	2017-05-22 21:10	EDT	7870	P		
USGS	01193050	2017-05-22 21:15	EDT	7130	P		
USGS	01193050	2017-05-22 21:20	EDT	6770	P		
USGS	01193050	2017-05-22 21:25	EDT	6410	P		
USGS	01193050	2017-05-22 21:30	EDT	6040	P		
USGS	01193050	2017-05-22 21:35	EDT	6300	P		
USGS	01193050	2017-05-22 21:40	EDT	6560	P		
USGS	01193050	2017-05-22 21:45	EDT	6820	P		
USGS	01193050	2017-05-22 21:50	EDT	7520	P		
USGS	01193050	2017-05-22 21:55	EDT	8220	P		
USGS	01193050	2017-05-22 22:00	EDT	8930	P	23500	P
USGS	01193050	2017-05-22 22:05	EDT	8750	P		
USGS	01193050	2017-05-22 22:10	EDT	8560	P		
USGS	01193050	2017-05-22 22:15	EDT	8380	P		
USGS	01193050	2017-05-22 22:20	EDT	8570	P		
USGS	01193050	2017-05-22 22:25	EDT	8770	P		
USGS	01193050	2017-05-22 22:30	EDT	8960	P		
USGS	01193050	2017-05-22 22:35	EDT	10000	P		
USGS	01193050	2017-05-22 22:40	EDT	11100	P		
USGS	01193050	2017-05-22 22:45	EDT	12200	P		
USGS	01193050	2017-05-22 22:50	EDT	13400	P		
USGS	01193050	2017-05-22 22:55	EDT	14600	P		
USGS	01193050	2017-05-22 23:00	EDT	15800	P	23400	P
USGS	01193050	2017-05-22 23:05	EDT	16800	P		
USGS	01193050	2017-05-22 23:10	EDT	17700	P		
USGS	01193050	2017-05-22 23:15	EDT	18700	P		
USGS	01193050	2017-05-22 23:20	EDT	19000	P		
USGS	01193050	2017-05-22 23:25	EDT	19200	P		
USGS	01193050	2017-05-22 23:30	EDT	19400	P		
USGS	01193050	2017-05-22 23:35	EDT	20700	P		
USGS	01193050	2017-05-22 23:40	EDT	22000	P		
USGS	01193050	2017-05-22 23:45	EDT	23300	P		
USGS	01193050	2017-05-22 23:50	EDT	23900	P		
USGS	01193050	2017-05-22 23:55	EDT	24500	P		
USGS	01193050	2017-05-23 00:00	EDT	25100	P	23300	P
USGS	01193050	2017-05-23 00:05	EDT	25400	P		
USGS	01193050	2017-05-23 00:10	EDT	25700	P		
USGS	01193050	2017-05-23 00:15	EDT	25900	P		
USGS	01193050	2017-05-23 00:20	EDT	26200	P		
USGS	01193050	2017-05-23 00:25	EDT	26500	P		
USGS	01193050	2017-05-23 00:30	EDT	26800	P		
USGS	01193050	2017-05-23 00:35	EDT	26700	P		
USGS	01193050	2017-05-23 00:40	EDT	26700	P		
USGS	01193050	2017-05-23 00:45	EDT	26700	P		
USGS	01193050	2017-05-23 00:50	EDT	27500	P		
USGS	01193050	2017-05-23 00:55	EDT	28200	P		
USGS	01193050	2017-05-23 01:00	EDT	29000	P	23100	P
USGS	01193050	2017-05-23 01:05	EDT	29300	P		
USGS	01193050	2017-05-23 01:10	EDT	29600	P		
USGS	01193050	2017-05-23 01:15	EDT	29900	P		
USGS	01193050	2017-05-23 01:20	EDT	30200	P		
USGS	01193050	2017-05-23 01:25	EDT	30500	P		
USGS	01193050	2017-05-23 01:30	EDT	30700	P		
USGS	01193050	2017-05-23 01:35	EDT	30600	P		
USGS	01193050	2017-05-23 01:40	EDT	30500	P		
USGS	01193050	2017-05-23 01:45	EDT	30400	P		
USGS	01193050	2017-05-23 01:50	EDT	31100	P		
USGS	01193050	2017-05-23 01:55	EDT	31700	P		
USGS	01193050	2017-05-23 02:00	EDT	32300	P	23000	P
USGS	01193050	2017-05-23 02:05	EDT	31900	P		
USGS	01193050	2017-05-23 02:10	EDT	31600	P		
USGS	01193050	2017-05-23 02:15	EDT	31200	P		
USGS	01193050	2017-05-23 02:20	EDT	31300	P		
USGS	01193050	2017-05-23 02:25	EDT	31400	P		
USGS	01193050	2017-05-23 02:30	EDT	31500	P		
USGS	01193050	2017-05-23 02:35	EDT	31600	P		
USGS	01193050	2017-05-23 02:40	EDT	31800	P		
USGS	01193050	2017-05-23 02:45	EDT	31900	P		
USGS	01193050	2017-05-23 02:50	EDT	31700	P		
USGS	01193050	2017-05-23 02:55	EDT	31500	P		
USGS	01193050	2017-05-23 03:00	EDT	31400	P	22800	P
USGS	01193050	2017-05-23 03:05	EDT	31500	P		
USGS	01193050	2017-05-23 03:10	EDT	31600	P		
USGS	01193050	2017-05-23 03:15	EDT	31600	P		
USGS	01193050	2017-05-23 03:20	EDT	31600	P		
USGS	01193050	2017-05-23 03:25	EDT	31500	P		
USGS	01193050	2017-05-23 03:30	EDT	31500	P		
USGS	01193050	2017-05-23 03:35	EDT	31300	P		
USGS	01193050	2017-05-23 03:40	EDT	31100	P		
USGS	01193050	2017-05-23 03:45	EDT	30800	P		
USGS	01193050	2017-05-23 03:50	EDT	31200	P		
USGS	01193050	2017-05-23 03:55	EDT	31500	P		
USGS	01193050	2017-05-23 04:00	EDT	31800	P	22700	P
USGS	01193050	2017-05-23 04:05	EDT	31600	P		
USGS	01193050	2017-05-23 04:10	EDT	31400	P		
USGS	01193050	2017-05-23 04:15	EDT	31200	P		
USGS	01193050	2017-05-23 04:20	EDT	31700	P		
USGS	01193050	2017-05-23 04:25	EDT	32400	P		
USGS	01193050	2017-05-23 04:30	EDT	33000	P		
USGS	01193050	2017-05-23 04:35	EDT	32000	P		
USGS	01193050	2017-05-23 04:40	EDT	31000	P		
USGS	01193050	2017-05-23 04:45	EDT	30100	P		
USGS	01193050	2017-05-23 04:50	EDT	30500	P		
USGS	01193050	2017-05-23 04:55	EDT	30800	P		
USGS	01193050	2017-05-23 05:00	EDT	31200	P	22600	P
USGS	01193050	2017-05-23 05:05	EDT	31100	P		
USGS	01193050	2017-05-23 05:10	EDT	31000	P		
USGS	01193050	2017-05-23 05:15	EDT	30900	P		
USGS	01193050	2017-05-23 05:20	EDT	30800	P		
USGS	01193050	2017-05-23 05:25	EDT	30800	P		
USGS	01193050	2017-05-23 05:30	EDT	30700	P		
USGS	01193050	2017-05-23 05:35	EDT	30700	P		
USGS	01193050	2017-05-23 05:40	EDT	30700	P		
USGS	01193050	2017-05-23 05:45	EDT	30800	P		
USGS	01193050	2017-05-23 05:50	EDT	30300	P		
USGS	01193050	2017-05-23 05:55	EDT	29800	P		
USGS	01193050	2017-05-23 06:00	EDT	29300	P	22400	P
USGS	01193050	2017-05-23 06:05	EDT	29300	P		
USGS	01193050	2017-05-23 06:10	EDT	29300	P		
USGS	01193050	2017-05-23 06:15	EDT	29300	P		
USGS	01193050	2017-05-23 06:20	EDT	28900	P		
USGS	01193050	2017-05-23 06:25	EDT	28400	P		
USGS	01193050	2017-05-23 06:30	EDT	28000	P		
USGS	01193050	2017-05-23 06:35	EDT	27600	P		
USGS	01193050	2017-05-23 06:40	EDT	27200	P		
USGS	01193050	2017-05-23 06:45	EDT	26800	P		
USGS	01193050	2017-05-23 06:50	EDT	26900	P		
USGS	01193050	2017-05-23 06:55	EDT	27000	P		
USGS	01193050	2017-05-23 07:00	EDT	27100	P	22300	P
USGS	01193050	2017-05-23 07:05	EDT	26900	P		
USGS	01193050	2017-05-23 07:10	EDT	26600	P		
USGS	01193050	2017-05-23 07:15	EDT	26300	P		
USGS	01193050	2017-05-23 07:20	EDT	25900	P		
USGS	01193050	2017-05-23 07:25	EDT	25400	P		
USGS	01193050	2017-05-23 07:30	EDT	25000	P		
USGS	01193050	2017-05-23 07:35	EDT	24400	P		
USGS	01193050	2017-05-23 07:40	EDT	23900	P		
USGS	01193050	2017-05-23 07:45	EDT	23400	P		
USGS	01193050	2017-05-23 07:50	EDT	22800	P		
USGS	01193050	2017-05-23 07:55	EDT	22200	P		
USGS	01193050	2017-05-23 08:00	EDT	21600	P	22100	P
USGS	01193050	2017-05-23 08:05	EDT	21200	P		
USGS	01193050	2017-05-23 08:10	EDT	20900	P		
USGS	01193050	2017-05-23 08:15	EDT	20500	P		
USGS	01193050	2017-05-23 08:20	EDT	19600	P		
USGS	01193050	2017-05-23 08:25	EDT	18600	P		
USGS	01193050	2017-05-23 08:30	EDT	17600	P		
USGS	01193050	2017-05-23 08:35	EDT	17300	P		
USGS	01193050	2017-05-23 08:40	EDT	16900	P		
USGS	01193050	2017-05-23 08:45	EDT	16500	P		
USGS	01193050	2017-05-23 08:50	EDT	16200	P		
USGS	01193050	2017-05-23 08:55	EDT	15800	P		
USGS	01193050	2017-05-23 09:00	EDT	15400	P	22000	P
USGS	01193050	2017-05-23 09:05	EDT	14700	P		
USGS	01193050	2017-05-23 09:10	EDT	13900	P		
USGS	01193050	2017-05-23 09:15	EDT	13200	P		
USGS	01193050	2017-05-23 09:20	EDT	12900	P		
USGS	01193050	2017-05-23 09:25	EDT	12700	P		
USGS	01193050	2017-05-23 09:30	EDT	12400	P		
USGS	01193050	2017-05-23 09:35	EDT	12200	P		
USGS	01193050	2017-05-23 09:40	EDT	12100	P		
USGS	01193050	2017-05-23 09:45	EDT	11900	P		
USGS	01193050	2017-05-23 09:50	EDT	12600	P		
USGS	01193050	2017-05-23 09:55	EDT	13300	P		
USGS	01193050	2017-05-23 10:00	EDT	14000	P	21800	P
USGS	01193050	2017-05-23 10:05	EDT	13700	P		
USGS	01193050	2017-05-23 10:10	EDT	13400	P		
USGS	01193050	2017-05-23 10:15	EDT	13100	P		
USGS	01193050	2017-05-23 10:20	EDT	13000	P		
USGS	01193050	2017-05-23 10:25	EDT	12900	P		
USGS	01193050	2017-05-23 10:30	EDT	12800	P		
USGS	01193050	2017-05-23 10:35	EDT	12900	P		
USGS	01193050	2017-05-23 10:40	EDT	13100	P		
USGS	01193050	2017-05-23 10:45	EDT	13200	P		
USGS	01193050	2017-05-23 10:50	EDT	13800	P		
USGS	01193050	2017-05-23 10:55	EDT	14400	P		
USGS	01193050	2017-05-23 11:00	EDT	15000	P	21700	P
USGS	01193050	2017-05-23 11:05	EDT	15500	P		
USGS	01193050	2017-05-23 11:10	EDT	15900	P		
USGS	01193050	2017-05-23 11:15	EDT	16300	P		
USGS	01193050	2017-05-23 11:20	EDT	17200	P		
USGS	01193050	2017-05-23 11:25	EDT	18100	P		
USGS	01193050	2017-05-23 11:30	EDT	19000	P		
USGS	01193050	2017-05-23 11:35	EDT	19500	P		
USGS	01193050	2017-05-23 11:40	EDT	19900	P		
USGS	01193050	2017-05-23 11:45	EDT	20400	P		
USGS	01193050	2017-05-23 11:50	EDT	20900	P		
USGS	01193050	2017-05-23 11:55	EDT	21500	P		
USGS	01193050	2017-05-23 12:00	EDT	22000	P	21500	P
USGS	01193050	2017-05-23 12:05	EDT	22200	P		
USGS	01193050	2017-05-23 12:10	EDT	22400	P		
USGS	01193050	2017-05-23 12:15	EDT	22600	P		
USGS	01193050	2017-05-23 12:20	EDT	22800	P		
USGS	01193050	2017-05-23 12:25	EDT	23000	P		
USGS	01193050	2017-05-23 12:30	EDT	23100	P		
USGS	01193050	2017-05-23 12:35	EDT	23600	P		
USGS	01193050	2017-05-23 12:40	EDT	24100	P		
USGS	01193050	2017-05-23 12:45	EDT	24700	P		
USGS	01193050	2017-05-23 12:50	EDT	24600	P		
USGS	01193050	2017-05-23 12:55	EDT	24500	P		
USGS	01193050	2017-05-23 13:00	EDT	24400	P	21400	P
USGS	01193050	2017-05-23 13:05	EDT	24500	P		
USGS	01193050	2017-05-23 13:10	EDT	24600	P		
USGS	01193050	2017-05-23 13:15	EDT	24700	P		
USGS	01193050	2017-05-23 13:20	EDT	25300	P		
USGS	01193050	2017-05-23 13:25	EDT	25900	P		
USGS	01193050	2017-05-23 13:30	EDT	26500	P		
USGS	01193050	2017-05-23 13:35	EDT	26300	P		
USGS	01193050	2017-05-23 13:40	EDT	26100	P		
USGS	01193050	2017-05-23 13:45	EDT	25900	P		
USGS	01193050	2017-05-23 13:50	EDT	26300	P		
USGS	01193050	2017-05-23 13:55	EDT	26800	P		
USGS	01193050	2017-05-23 14:00	EDT	27200	P	21200	P
USGS	01193050	2017-05-23 14:05	EDT	27200	P		
USGS	01193050	2017-05-23 14:10	EDT	27100	P		
USGS	01193050	2017-05-23 14:15	EDT	27100	P		
USGS	01193050	2017-05-23 14:20	EDT	26800	P		
USGS	01193050	2017-05-23 14:25	EDT	26600	P		
USGS	01193050	2017-05-23 14:30	EDT	26300	P		
USGS	01193050	2017-05-23 14:35	EDT	26600	P		
USGS	01193050	2017-05-23 14:40	EDT	26800	P		
USGS	01193050	2017-05-23 14:45	EDT	27100	P		
USGS	01193050	2017-05-23 14:50	EDT	27500	P		
USGS	01193050	2017-05-23 14:55	EDT	27800	P		
USGS	01193050	2017-05-23 15:00	EDT	28200	P	21100	P
USGS	01193050	2017-05-23 15:05	EDT	28000	P		
USGS	01193050	2017-05-23 15:10	EDT	27800	P		
USGS	01193050	2017-05-23 15:15	EDT	27500	P		
USGS	01193050	2017-05-23 15:20	EDT	27700	P		
USGS	01193050	2017-05-23 15:25	EDT	27900	P		
USGS	01193050	2017-05-23 15:30	EDT	28100	P		
USGS	01193050	2017-05-23 15:35	EDT	28100	P		
USGS	01193050	2017-05-23 15:40	EDT	28100	P		
USGS	01193050	2017-05-23 15:45	EDT	28000	P		
USGS	01193050	2017-05-23 15:50	EDT	28200	P		
USGS	01193050	2017-05-23 15:55	EDT	28400	P		
USGS	01193050	2017-05-23 16:00	EDT	28600	P	21000	P
USGS	01193050	2017-05-23 16:05	EDT	27800	P		
USGS	01193050	2017-05-23 16:10	EDT	27100	P		
USGS	01193050	2017-05-23 16:15	EDT	26300	P		
USGS	01193050	2017-05-23 16:20	EDT	26700	P		
USGS	01193050	2017-05-23 16:25	EDT	27000	P		
USGS	01193050	2017-05-23 16:30	EDT	27400	P		
USGS	01193050	2017-05-23 16:35	EDT	26800	P		
USGS	01193050	2017-05-23 16:40	EDT	26300	P		
USGS	01193050	2017-05-23 16:45	EDT	25800	P		
USGS	01193050	2017-05-23 16:50	EDT	26000	P		
USGS	01193050	2017-05-23 16:55	EDT	26100	P		
USGS	01193050	2017-05-23 17:00	EDT	26400	P	20900	P
USGS	01193050	2017-05-23 17:05	EDT	26700	P		
USGS	01193050	2017-05-23 17:10	EDT	27000	P		
USGS	01193050	2017-05-23 17:15	EDT	27300	P		
USGS	01193050	2017-05-23 17:20	EDT	27100	P		
USGS	01193050	2017-05-23 17:25	EDT	27000	P		
USGS	01193050	2017-05-23 17:30	EDT	26700	P		
USGS	01193050	2017-05-23 17:35	EDT	26700	P		
USGS	01193050	2017-05-23 17:40	EDT	26600	P		
USGS	01193050	2017-05-23 17:45	EDT	26500	P		
USGS	01193050	2017-05-23 17:50	EDT	26400	P		
USGS	01193050	2017-05-23 17:55	EDT	26400	P		
USGS	01193050	2017-05-23 18:00	EDT	26300	P	20800	P
USGS	01193050	2017-05-23 18:05	EDT	25800	P		
USGS	01193050	2017-05-23 18:10	EDT	25200	P		
USGS	01193050	2017-05-23 18:15	EDT	24600	P		
USGS	01193050	2017-05-23 18:20	EDT	24200	P		
USGS	01193050	2017-05-23 18:25	EDT	23900	P		
USGS	01193050	2017-05-23 18:30	EDT	23500	P		
USGS	01193050	2017-05-23 18:35	EDT	23200	P		
USGS	01193050	2017-05-23 18:40	EDT	22900	P		
USGS	01193050	2017-05-23 18:45	EDT	22700	P		
USGS	01193050	2017-05-23 18:50	EDT	22400	P		
USGS	01193050	2017-05-23 18:55	EDT	22100	P		
USGS	01193050	2017-05-23 19:00	EDT	21900	P	20700	P
USGS	01193050	2017-05-23 19:05	EDT	21200	P		
USGS	01193050	2017-05-23 19:10	EDT	20500	P		
USGS	01193050	2017-05-23 19:15	EDT	19800	P		
USGS	01193050	2017-05-23 19:20	EDT	19000	P		
USGS	01193050	2017-05-23 19:25	EDT	18300	P		
USGS	01193050	2017-05-23 19:30	EDT	17500	P		
USGS	01193050	2017-05-23 19:35	EDT	16200	P		
USGS	01193050	2017-05-23 19:40	EDT	14900	P		
USGS	01193050	2017-05-23 19:45	EDT	13600	P		
USGS	01193050	2017-05-23 19:50	EDT	12800	P		
USGS	01193050	2017-05-23 19:55	EDT	12000	P		
USGS	01193050	2017-05-23 20:00	EDT	11100	P	20600	P
USGS	01193050	2017-05-23 20:05	EDT	9950	P		
USGS	01193050	2017-05-23 20:10	EDT	8760	P		
USGS	01193050	2017-05-23 20:15	EDT	7570	P		
USGS	01193050	2017-05-23 20:20	EDT	7240	P		
USGS	01193050	2017-05-23 20:25	EDT	6910	P		
USGS	01193050	2017-05-23 20:30	EDT	6580	P		
USGS	01193050	2017-05-23 20:35	EDT	5420	P		
USGS	01193050	2017-05-23 20:40	EDT	4250	P		
USGS	01193050	2017-05-23 20:45	EDT	3070	P		
USGS	01193050	2017-05-23 20:50	EDT	1830	P		
USGS	01193050	2017-05-23 20:55	EDT	577	P		
USGS	01193050	2017-05-23 21:00	EDT	-685	P	20500	P
USGS	01193050	2017-05-23 21:05	EDT	-1110	P		
